SID,CID,GRADE
04009530,MATH-05,70.5
04005020,ART-03,88.9
04007380,CE-01,80.4
04000281,EE-05,90.2
04009040,STAT-01,59.6
04004061,ART-03,41.1
04006420,STAT-03,51.2
04003700,BIO-05,30.0
04005511,ECON-03,91.4
04005941,ENV-04,62.0
04003740,ECON-03,40.6
04000081,SE-03,39.5
04005871,ECON-04,85.7
04001341,PSY-01,83.4
04002570,SE-01,79.1
04008231,ME-03,82.8
04005261,CS-03,57.5
04008660,SE-05,77.9
04008231,BIO-01,71.5
04001081,PSY-04,87.2
04003491,BIO-05,74.2
04007610,BME-02,85.4
04000321,ECON-05,85.5
04004980,SOC-01,53.5
04004190,MUS-05,51.5
04008550,LAW-04,56.8
04002841,BIO-02,54.5
04008170,BME-05,48.4
04000691,BME-04,74.2
04000381,BIO-04,92.0
04009110,ENV-03,77.4
04004131,BME-05,78.5
04008020,CHEM-05,61.4
04009470,ECON-05,65.5
04000560,MATH-01,58.6
04008011,PHIL-01,73.0
04008901,SOC-01,89.5
04006830,BME-02,84.9
04002760,HIST-02,69.1
04004421,ENV-01,79.0
04003350,PSY-02,75.6
04004121,ART-05,65.4
04007261,BIO-02,92.2
04006171,CE-02,37.2
04006661,MATH-04,79.4
04001010,ECON-01,58.9
04002500,CS-02,63.7
04002620,PHIL-03,87.7
04006721,PSY-03,66.1
04008461,BIO-02,81.3
04000240,ME-04,74.7
04006751,CHEM-03,85.7
04008790,CHEM-04,49.9
04004341,EE-02,73.6
04003911,SE-02,59.8
04000030,BME-04,80.5
04000381,BME-04,84.8
04001331,ART-05,51.1
04009911,BME-02,82.5
04002500,CHEM-01,91.3
04009310,PSY-03,71.3
04004290,SE-02,80.2
04000960,BME-04,30.0
04009481,PSY-01,51.0
04009790,LAW-03,54.0
04009130,SOC-01,94.8
04006310,ECON-03,73.9
04008550,PSY-03,89.2
04008361,PHYS-01,82.3
04008450,HIST-01,53.3
04009110,CS-05,76.0
04001861,EE-05,84.2
04009810,HIST-03,46.3
04009980,PHIL-04,72.4
04007621,ENV-05,79.5
04007401,ART-03,80.4
04009400,ECON-03,67.5
04006260,LAW-01,87.3
04007820,STAT-04,89.7
04009101,CS-01,63.2
04009350,EE-01,75.4
04001471,MUS-05,83.8
04005220,EE-04,85.3
04001620,ECON-04,88.7
04004911,BIO-01,80.0
04007690,EE-04,69.0
04007811,CS-01,67.2
04005330,STAT-01,96.4
04004200,LAW-04,79.8
04009021,BIO-02,76.0
04001490,ECON-03,87.2
04008590,EE-03,81.5
04002541,BME-02,74.4
04005181,CHEM-04,73.2
04009010,BIO-05,91.6
04002431,MUS-01,78.2
04009850,MATH-05,95.2
04002960,MATH-03,69.9
04004900,STAT-03,68.1
04001040,PHIL-05,93.4
04007760,CS-03,54.5
04000660,MUS-05,30.0
04006571,ART-03,42.5
04000051,EE-01,69.1
04002960,STAT-05,42.0
04005621,ART-02,69.1
04000821,PHIL-01,81.2
04003930,MATH-03,44.4
04000520,PHIL-05,80.3
04003161,SE-01,60.8
04001651,PHIL-02,78.2
04000270,CHEM-05,56.5
04005961,PSY-01,88.5
04009630,ECON-01,54.7
04008231,CS-03,69.9
04003821,MATH-02,75.3
04001191,HIST-02,77.6
04001930,ECON-02,78.4
04001060,STAT-05,80.6
04007870,CHEM-05,55.4
04005061,EE-03,87.5
04008871,BME-05,36.8
04001961,CHEM-04,41.7
04007791,PSY-01,67.1
04003341,ME-04,88.5
04001870,EE-04,73.6
04009310,MUS-04,79.8
04001970,BIO-05,62.6
04008570,ECON-02,88.0
04003191,STAT-02,83.2
04000740,MATH-01,57.9
04001031,PHIL-03,93.7
04006670,PHYS-01,95.4
04001771,ENV-01,88.3
04002600,PHIL-01,51.7
04001170,CE-02,77.3
04007270,BME-02,80.1
04004670,ME-03,70.4
04003411,SOC-02,54.0
04004200,PSY-03,70.8
04000490,ECON-05,75.8
04001780,PHIL-03,54.8
04001841,PHYS-03,65.8
04002101,BIO-04,54.8
04000990,MUS-04,65.3
04007001,SOC-04,61.1
04007200,HIST-03,57.1
04007651,MUS-04,71.9
04001380,BME-04,77.2
04006821,ART-01,76.9
04005220,ME-03,42.8
04008390,CHEM-02,70.2
04008050,PHYS-02,84.1
04007401,EE-03,85.4
04006491,MUS-02,88.8
04002151,ME-05,74.4
04001590,CE-03,87.6
04001451,HIST-03,73.2
04003901,PHYS-04,66.1
04004210,ENV-01,85.9
04006171,SE-01,74.5
04008280,CHEM-03,30.0
04006120,BME-02,73.9
04000120,SE-02,41.4
04007731,BME-04,56.9
04001290,ENV-05,70.5
04001020,PSY-03,30.0
04009540,PSY-05,41.0
04008291,PHYS-02,77.4
04004840,ART-02,92.4
04003821,CS-05,78.3
04009261,ECON-04,77.9
04008390,STAT-01,78.0
04005220,CE-05,88.4
04003860,PSY-04,84.7
04008251,CHEM-04,43.4
04009920,PSY-04,81.2
04004520,MATH-02,82.4
04004791,BIO-03,87.4
04000501,ME-04,97.0
04003331,BME-03,86.2
04005081,CE-01,90.7
04009870,PHYS-04,60.5
04005661,BIO-03,78.9
04002731,CHEM-04,93.1
04008861,PHIL-05,73.1
04006741,CHEM-04,51.9
04004091,BIO-02,87.8
04009520,PSY-02,82.5
04006501,MUS-02,61.4
04006751,ART-01,59.1
04000090,CS-01,61.1
04002640,ME-04,43.2
04008160,MUS-02,86.6
04008611,ART-01,51.9
04003421,CE-02,47.7
04005110,ART-05,94.0
04001870,ME-03,75.7
04007460,CE-05,71.8
04002131,CHEM-02,30.7
04002951,HIST-04,67.7
04001200,STAT-01,79.8
04001800,PHYS-04,66.7
04000911,ECON-04,87.1
04007291,EE-04,47.7
04002281,BIO-04,33.2
04005421,CHEM-02,81.1
04007361,SE-01,88.1
04003551,CS-01,60.9
04003561,PHYS-05,54.5
04003370,MUS-02,72.2
04001490,BIO-02,81.5
04009101,ME-04,56.5
04007470,STAT-02,72.1
04000191,STAT-04,48.6
04009291,PHYS-03,86.4
04005921,CHEM-04,51.2
04003821,CS-02,76.0
04007631,PSY-05,70.0
04008430,CE-02,91.6
04004731,EE-03,85.7
04002691,ECON-04,98.6
04008620,STAT-02,81.3
04001001,ECON-02,56.9
04004680,ART-04,67.0
04002970,PHIL-02,70.6
04005421,STAT-01,90.7
04007481,MUS-04,54.8
04004240,SOC-05,71.5
04004640,PSY-02,68.6
04002251,SOC-03,58.8
04004970,CS-02,62.6
04003730,ENV-05,77.3
04005771,PHYS-04,58.5
04001741,CHEM-03,57.2
04005430,PHYS-02,84.1
04003580,SE-01,77.5
04006211,ECON-05,71.6
04005321,CE-01,84.4
04000240,ART-05,60.4
04000201,SOC-01,43.9
04006340,PSY-04,96.7
04006961,MATH-02,48.7
04003290,PHYS-04,30.0
04004970,CHEM-01,57.3
04009181,ECON-03,78.5
04000981,ART-03,87.5
04004911,MATH-05,83.7
04007220,LAW-04,60.3
04000451,EE-02,38.4
04002780,PSY-01,68.9
04008600,STAT-04,52.9
04000660,SOC-05,68.1
04004951,CE-01,39.2
04009511,MUS-05,85.5
04005700,ENV-01,76.0
04005560,HIST-02,47.7
04005401,STAT-04,88.8
04004670,CS-03,90.9
04009270,PSY-01,74.8
04008340,SE-02,70.0
04008830,LAW-02,74.0
04004350,SE-04,63.5
04009841,ECON-05,93.8
04001390,ME-01,69.3
04008200,LAW-05,75.4
04009721,MUS-01,92.3
04002171,ENV-03,91.6
04001640,ECON-03,77.5
04008471,CHEM-01,55.2
04001170,SE-01,76.1
04001571,STAT-05,89.7
04007690,CS-03,42.2
04005691,STAT-05,50.1
04007601,MUS-01,53.9
04007750,ENV-01,62.1
04004431,ECON-04,96.4
04009560,BIO-04,80.9
04004691,LAW-03,88.2
04009380,CE-05,77.6
04004550,ME-01,81.6
04003101,MATH-01,77.7
04001761,CS-04,94.5
04002291,ECON-02,75.2
04001631,LAW-01,70.9
04000971,ART-02,75.6
04009861,ART-05,57.1
04009151,EE-01,71.2
04007351,PHIL-02,88.0
04008221,SE-03,87.4
04004321,MATH-04,46.7
04005491,ENV-04,70.1
04003720,HIST-02,68.7
04001400,HIST-05,79.1
04004341,ECON-05,77.6
04000860,MUS-04,50.8
04002850,CE-05,54.8
04000041,PSY-02,77.7
04007091,MATH-03,75.6
04000851,ENV-02,69.0
04005451,PHIL-04,92.0
04004590,ECON-03,84.1
04006000,HIST-01,62.7
04007091,STAT-05,50.1
04009151,EE-05,68.1
04008430,CHEM-05,62.8
04008300,BIO-04,73.2
04004031,MUS-04,49.3
04008690,ART-02,72.9
04007690,MATH-05,82.8
04007941,EE-03,75.6
04005141,STAT-01,84.3
04009681,ECON-04,67.0
04001441,HIST-03,84.6
04005650,BME-03,85.8
04008280,ART-01,79.4
04003210,EE-04,59.7
04006941,LAW-01,30.0
04007911,SOC-03,83.5
04008501,STAT-02,77.8
04000551,ECON-04,77.8
04002650,HIST-05,93.1
04007901,ME-02,97.2
04006861,SE-03,65.4
04002010,HIST-01,92.2
04007040,CS-01,46.7
04002281,SOC-03,87.8
04009451,ENV-02,79.5
04001861,MUS-01,68.0
04004791,ME-05,42.7
04004440,EE-02,53.4
04005351,ENV-05,85.9
04004240,PSY-05,83.5
04002891,CE-03,65.6
04003441,SOC-02,46.9
04008430,SE-01,85.1
04006030,CHEM-02,54.1
04000191,BME-03,85.8
04009880,PHIL-01,85.0
04009960,CS-01,69.2
04003801,HIST-03,38.8
04005581,ART-01,79.9
04001390,ECON-01,86.2
04005840,HIST-03,77.7
04005890,MATH-02,65.5
04008750,BME-03,38.6
04006030,STAT-01,79.4
04004780,PSY-04,93.0
04000581,MATH-01,30.0
04009481,STAT-02,60.6
04003510,HIST-03,80.6
04003381,MATH-01,60.2
04009461,ME-04,86.3
04002740,MUS-04,70.9
04006830,CE-05,62.1
04002570,MATH-01,86.6
04006201,SE-03,77.7
04006080,SOC-03,62.4
04007220,MUS-04,89.4
04004680,PSY-05,74.7
04002171,CHEM-01,65.1
04004550,ECON-01,72.3
04007561,MATH-05,65.3
04002830,MUS-05,70.9
04006440,SOC-04,71.6
04007621,SOC-02,74.8
04006640,HIST-01,89.5
04004941,CE-05,83.6
04005401,BME-03,80.3
04007831,SOC-05,50.4
04001861,ME-01,85.8
04006811,EE-04,86.4
04006231,STAT-04,94.9
04005390,ME-01,34.3
04007440,PHYS-01,80.9
04002640,ART-05,77.8
04007291,CS-03,54.0
04003210,ME-03,89.8
04002910,HIST-03,75.0
04007930,ART-01,59.2
04001081,CE-04,54.3
04006631,CS-01,81.2
04003081,PSY-01,77.7
04004070,ENV-02,51.8
04006920,ENV-04,88.8
04006710,ENV-01,81.5
04008790,PHIL-05,55.7
04000481,ECON-02,95.0
04003561,BIO-05,51.1
04005301,STAT-04,70.0
04008071,ECON-02,76.3
04005881,BIO-04,65.2
04006721,CS-01,60.3
04006781,BME-02,89.1
04006430,MUS-02,80.3
04005890,CS-05,52.9
04003210,CE-05,38.2
04001131,SE-03,84.5
04003951,ENV-02,92.6
04004511,CE-02,82.6
04006941,BME-01,87.3
04001691,LAW-02,92.8
04009821,CHEM-02,73.4
04009230,CS-04,93.5
04003920,STAT-03,90.9
04007671,ENV-02,83.8
04004590,BIO-02,38.7
04007101,ME-05,76.0
04007970,CE-03,72.6
04005310,ART-03,72.4
04001700,BME-04,72.8
04002891,ME-02,47.7
04004061,ART-04,76.6
04000341,BIO-03,81.8
04005600,ENV-03,86.9
04003390,ART-02,89.0
04008850,BIO-03,44.4
04007291,MATH-05,84.8
04007980,ENV-02,96.4
04005581,PHYS-05,87.2
04002530,BME-03,76.9
04004101,HIST-03,67.1
04003761,ECON-01,53.8
04001140,SE-03,37.6
04004250,MATH-02,80.5
04003350,CS-02,78.9
04001271,MATH-03,82.2
04004561,ART-03,82.7
04000211,LAW-05,76.3
04000351,ART-03,61.7
04003831,MATH-02,89.5
04008590,ART-04,90.8
04005181,PHIL-05,87.7
04007231,SE-02,62.1
04005991,BIO-04,84.5
04005860,ME-05,88.4
04001250,EE-02,80.5
04006091,ENV-04,63.3
04001601,PHIL-01,84.2
04008641,MUS-01,81.7
04001761,CE-03,35.2
04006350,SE-02,43.3
04006751,BIO-05,42.2
04007510,BIO-03,70.5
04002000,MATH-04,55.0
04001371,SOC-02,53.4
04000781,ART-02,83.3
04002441,ENV-03,75.6
04009960,ME-04,37.5
04007930,PHYS-05,78.7
04002710,ME-05,64.6
04007680,ART-01,91.4
04001861,ECON-01,55.6
04005091,BME-02,95.2
04005390,ECON-01,94.4
04005860,ENV-01,37.6
04000161,MUS-02,80.0
04007011,LAW-05,58.3
04008020,PHIL-04,71.1
04001961,PHIL-05,88.3
04008461,MUS-03,63.2
04002391,BME-01,71.2
04005991,BME-04,85.6
04004880,CE-01,84.5
04009051,CE-03,89.9
04000870,MATH-04,69.2
04001521,ECON-02,61.8
04001100,CS-05,84.6
04005461,SE-01,66.2
04007501,PHYS-04,82.7
04007270,LAW-02,85.5
04008330,ART-02,58.4
04007541,ART-01,67.1
04003020,SOC-02,81.0
04003220,HIST-04,82.2
04003210,CS-03,62.9
04009200,ART-01,66.0
04002670,SOC-02,71.4
04008901,PHYS-03,61.1
04002401,CE-04,60.4
04007740,SOC-04,68.5
04004900,BIO-05,92.8
04004511,CHEM-05,44.4
04001071,ME-01,66.2
04001390,PHIL-02,77.0
04004411,STAT-03,50.1
04006390,ME-05,63.0
04007621,BME-01,92.1
04007181,LAW-04,63.2
04006231,BME-03,47.0
04006331,PSY-03,94.6
04005831,ENV-01,82.2
04005061,SOC-05,41.3
04001091,CHEM-01,67.6
04003621,LAW-05,85.2
04009671,ME-01,86.1
04003730,SOC-02,84.9
04007521,CHEM-02,54.9
04002210,BME-02,56.3
04001511,ME-04,73.7
04004310,PHIL-01,62.4
04000511,SE-02,57.9
04006070,PSY-02,73.9
04006800,BME-05,82.3
04003451,SE-04,65.6
04005871,EE-04,87.3
04006721,ME-04,62.4
04008330,PHIL-01,69.3
04005551,MUS-03,45.7
04001771,CHEM-04,77.1
04005231,LAW-02,81.3
04005120,CS-05,94.3
04009931,STAT-03,74.7
04006741,PHIL-05,86.9
04008351,MATH-02,93.5
04008920,ECON-02,85.9
04002951,LAW-01,34.0
04001721,ME-01,48.5
04001081,ART-02,57.1
04008330,CHEM-05,89.0
04002721,LAW-05,88.2
04007401,SOC-05,89.5
04001100,CHEM-01,86.9
04004250,CHEM-01,61.8
04000410,PSY-01,85.1
04007941,SE-03,71.6
04001500,LAW-01,66.7
04000281,PHIL-02,83.8
04008381,ME-03,57.0
04005621,MATH-01,82.4
04003890,ART-05,47.0
04007301,PHYS-04,44.2
04007680,PHYS-05,63.1
04002960,PHIL-03,74.5
04006811,CS-03,84.9
04006060,BME-03,44.3
04003730,LAW-01,83.4
04005141,PSY-04,65.1
04000990,ME-04,51.2
04000751,SOC-03,86.5
04002970,EE-03,52.3
04004741,MUS-05,94.8
04000840,SOC-01,78.3
04004731,ART-04,86.2
04009051,ME-02,52.4
04007450,LAW-01,39.2
04000151,PHIL-01,79.2
04006510,LAW-04,74.3
04003020,SE-05,71.3
04005270,PSY-03,90.0
04005951,ENV-02,39.6
04002630,CS-02,30.0
04006930,CHEM-05,46.9
04007870,PHIL-04,68.3
04002500,CE-02,72.5
04008280,BIO-05,56.5
04000151,CHEM-05,53.9
04003580,MATH-01,76.1
04008930,BIO-01,89.8
04007850,CE-03,65.8
04000700,BME-04,76.8
04006050,PHYS-02,61.2
04001071,ECON-01,76.2
04002630,CHEM-01,74.2
04003730,SE-05,87.8
04005721,HIST-03,79.3
04001140,LAW-03,57.5
04000251,CHEM-02,77.8
04004731,SOC-05,94.9
04003091,PSY-05,49.5
04006841,BIO-05,44.8
04002600,PHIL-04,77.3
04004871,BME-03,94.8
04005251,CS-04,62.1
04003251,SE-04,91.9
04009151,ME-01,77.6
04007920,ENV-02,60.1
04008701,MATH-04,81.4
04007510,ME-05,69.8
04002461,PSY-03,89.1
04009630,CS-04,53.5
04007551,PHYS-04,64.2
04007051,MATH-02,65.4
04003711,BIO-01,78.5
04000851,ECON-03,48.5
04000901,SOC-04,81.2
04001170,MATH-01,58.9
04004360,BIO-03,79.1
04006981,ART-02,71.0
04005410,CHEM-03,73.8
04003061,MUS-03,78.3
04008340,ENV-04,68.3
04005380,ART-04,80.3
04005061,PSY-05,64.6
04005801,MATH-05,85.2
04005530,LAW-03,77.7
04001721,ECON-01,84.5
04006000,CE-01,86.7
04002581,ECON-05,68.9
04006581,EE-02,68.9
04000331,STAT-02,47.1
04008260,ENV-03,42.3
04003540,HIST-01,60.4
04001500,BME-01,30.0
04005700,CHEM-04,80.1
04009661,ENV-02,73.5
04009801,BIO-04,60.2
04000691,SE-02,66.4
04005171,HIST-04,52.0
04009451,ECON-03,80.4
04005171,ENV-05,79.0
04003401,PHIL-04,88.7
04002871,CHEM-03,73.1
04006501,PHIL-02,64.4
04009110,CE-02,69.3
04006981,PHIL-01,84.9
04008160,PHIL-02,86.7
04000610,PSY-04,69.9
04007930,BIO-05,71.1
04007401,PSY-05,58.8
04008210,PSY-02,75.5
04001880,SOC-05,68.1
04009400,LAW-02,73.0
04009300,CS-01,72.4
04006110,CS-05,85.4
04009951,LAW-03,80.0
04004840,PHIL-04,79.9
04006461,STAT-04,82.9
04007150,EE-01,59.1
04001050,ENV-02,87.4
04005081,EE-02,70.2
04009801,BME-04,67.5
04008150,ENV-03,41.3
04001620,ME-03,48.2
04001761,LAW-03,86.4
04005491,SE-03,67.3
04003421,MATH-01,81.8
04005240,ME-01,86.0
04004471,PSY-03,89.9
04000161,ME-01,73.2
04004230,PHIL-03,95.6
04003460,EE-01,77.5
04007800,LAW-01,89.2
04005640,LAW-01,66.2
04006250,ME-05,53.8
04001460,ECON-04,64.8
04001831,LAW-05,75.7
04009261,EE-04,64.4
04004110,ME-05,30.0
04008421,CE-04,89.1
04006520,ECON-04,84.9
04005191,STAT-02,42.5
04006510,MUS-04,91.6
04006770,BIO-05,55.6
04006450,SE-02,30.0
04003991,BIO-04,68.2
04009051,LAW-03,76.9
04000730,CE-05,78.9
04004151,CE-04,47.5
04003700,ENV-03,96.1
04005871,CS-03,95.0
04006981,SE-01,64.7
04008200,BIO-03,74.7
04005341,BIO-02,85.6
04000300,LAW-05,52.7
04000010,BIO-05,57.5
04005840,ENV-01,64.6
04006640,CE-01,69.8
04007051,CS-02,74.9
04009120,ECON-04,85.4
04006040,EE-02,97.8
04006110,CS-02,54.5
04008681,STAT-03,78.7
04003460,EE-05,79.7
04007771,MATH-02,92.8
04004321,BIO-04,86.8
04002550,MATH-02,72.4
04006721,ART-05,49.4
04000401,ECON-02,63.2
04004110,ENV-01,58.7
04000010,MATH-05,73.7
04003491,MATH-02,61.0
04006781,MUS-03,67.6
04008361,PSY-01,88.4
04007051,CHEM-01,77.9
04007380,ECON-05,88.6
04003311,PHIL-03,82.3
04005640,SE-05,62.1
04006110,CHEM-01,94.6
04009310,ART-05,63.2
04008100,MUS-04,68.6
04001220,MUS-03,76.1
04008040,ECON-02,77.9
04003841,BME-04,79.9
04003991,BME-04,75.0
04000851,BIO-02,83.5
04002411,BME-03,83.5
04005730,SE-04,88.8
04000430,CHEM-03,38.7
04009721,ENV-04,60.2
04000001,SOC-04,87.8
04008231,CHEM-02,82.8
04006270,ENV-05,50.4
04009920,PHIL-01,66.1
04004610,SOC-01,73.4
04009830,BIO-03,45.0
04000540,HIST-01,66.5
04004610,SOC-04,74.2
04001071,PHIL-02,78.0
04009880,MATH-01,88.0
04000181,PHIL-03,78.7
04002251,SE-02,54.6
04004471,MUS-04,48.8
04008231,STAT-01,88.7
04007541,BIO-05,83.5
04001220,LAW-02,80.6
04002481,EE-05,86.1
04004240,HIST-02,58.0
04009671,PHIL-02,74.0
04005351,BME-01,70.7
04007771,CS-05,82.8
04002550,CS-05,48.4
04007901,ENV-05,74.0
04009801,SOC-03,70.3
04003491,CS-05,52.4
04006231,MUS-04,86.6
04004700,BME-03,56.6
04001010,SE-03,58.5
04004801,HIST-05,48.3
04001380,SE-02,83.6
04005290,LAW-05,77.9
04000941,CE-03,78.7
04000860,STAT-03,71.2
04008340,CS-04,90.6
04001880,PSY-05,87.3
04004010,PHYS-02,58.1
04003691,HIST-01,77.5
04000391,HIST-03,88.0
04002590,STAT-02,95.6
04009240,HIST-04,91.4
04008471,CE-02,57.7
04008520,SE-02,66.6
04004431,EE-04,74.0
04001721,PHIL-02,84.4
04006150,HIST-01,57.9
04004811,MATH-01,52.8
04000911,ME-03,78.9
04002090,ECON-04,93.6
04009850,MATH-02,39.0
04007120,HIST-02,89.9
04003041,PSY-04,40.9
04002721,HIST-03,60.8
04004300,SE-05,51.3
04006461,BME-03,76.0
04007610,MUS-02,67.4
04005091,CE-05,95.0
04003491,CS-02,56.5
04005520,ART-02,66.4
04000951,STAT-03,54.1
04009230,LAW-03,63.6
04009280,PHYS-01,82.8
04007231,ENV-04,91.1
04003841,SOC-03,77.3
04003991,SOC-03,89.4
04006901,LAW-04,50.8
04004001,ECON-03,84.4
04001200,CE-04,30.7
04006541,ECON-05,79.6
04001901,SE-04,58.1
04009190,PHYS-05,77.7
04006021,CHEM-04,84.5
04003010,PHYS-01,69.9
04005321,PSY-01,89.7
04002841,EE-05,62.1
04007321,PSY-05,66.0
04007310,LAW-04,48.5
04003200,BIO-04,91.8
04007270,EE-05,42.7
04008721,ENV-02,89.7
04008961,BME-03,68.3
04001821,PHYS-01,44.9
04009350,ENV-04,70.1
04009911,MUS-02,86.7
04009101,SE-04,83.8
04007911,SE-02,91.2
04009630,SE-03,60.5
04003451,PHYS-03,91.3
04009850,CS-05,63.7
04002210,CE-05,89.8
04009010,CS-05,89.5
04001601,MATH-01,64.0
04007220,STAT-03,54.2
04006950,STAT-02,71.4
04004520,ART-02,86.4
04008830,MUS-01,74.1
04007351,SE-03,70.6
04002611,BIO-04,64.1
04005520,CHEM-05,69.3
04008611,PSY-02,43.0
04000251,PSY-04,67.5
04001350,LAW-04,51.5
04000441,BME-04,88.8
04004871,MUS-04,72.0
04008940,STAT-03,87.5
04000651,ENV-03,87.6
04002411,LAW-04,83.9
04003200,BME-04,66.8
04000051,ENV-04,92.7
04006130,MATH-02,62.7
04004850,BIO-04,82.1
04004711,ME-03,45.4
04005330,MUS-05,92.0
04005941,ENV-05,90.7
04000711,CE-05,82.5
04009421,EE-05,57.2
04006091,ME-02,64.0
04008020,BME-05,68.8
04004691,SOC-02,82.5
04006400,SOC-04,53.8
04005030,BIO-01,72.3
04002650,ENV-02,83.1
04000860,ART-05,61.4
04001631,MATH-03,89.9
04001970,CS-05,82.9
04007470,BME-03,95.6
04003521,CS-02,75.0
04008741,EE-04,46.2
04003570,PHYS-05,69.4
04007690,CHEM-02,52.8
04005360,SOC-03,81.4
04008530,LAW-04,59.6
04001980,PHYS-02,82.1
04004520,PHIL-01,83.8
04008011,BME-05,76.8
04009721,CS-04,87.2
04001861,ART-03,58.3
04005201,ENV-04,75.6
04007031,PHYS-01,72.6
04001120,ECON-05,60.1
04005261,PSY-04,67.1
04009681,BIO-01,71.6
04009481,STAT-04,93.8
04004850,BME-04,73.5
04008830,ME-01,66.6
04006690,BIO-01,89.2
04008180,BIO-02,95.9
04004700,LAW-04,76.0
04005831,CHEM-04,48.0
04006961,ART-02,97.1
04000551,BIO-01,63.7
04004770,HIST-01,70.8
04000181,MATH-04,92.8
04009520,PHYS-01,83.2
04005551,EE-05,73.0
04004350,HIST-01,89.8
04000351,LAW-03,30.7
04000071,LAW-05,90.9
04008400,BME-03,80.6
04002431,CE-03,66.3
04007011,BIO-03,30.0
04006941,MATH-03,84.6
04007920,ECON-03,78.4
04003111,ECON-04,73.6
04008271,BIO-03,86.1
04006941,STAT-05,77.3
04006390,CHEM-04,62.9
04001540,BIO-04,85.2
04001870,CHEM-02,89.0
04005611,MUS-03,48.1
04005511,EE-05,73.3
04005930,ART-03,81.3
04008090,ENV-03,52.4
04003331,STAT-03,95.5
04009701,CHEM-03,80.9
04005821,PHYS-01,55.8
04004001,BIO-02,61.7
04008530,PSY-03,88.4
04000870,BME-04,87.9
04001870,STAT-01,46.8
04007970,HIST-04,67.5
04005430,ENV-03,77.1
04000230,LAW-05,88.7
04005570,BME-04,94.9
04009780,PSY-05,77.2
04008741,ME-03,85.8
04008421,ART-04,92.7
04002561,SOC-04,72.9
04002740,ART-05,56.8
04006120,MUS-02,90.8
04003641,SOC-02,71.8
04007171,ENV-03,37.7
04008741,BIO-01,77.2
04007720,CS-01,58.7
04001540,BME-04,83.7
04007220,ART-05,51.5
04009661,ECON-03,79.2
04007740,PHYS-03,68.3
04005611,LAW-02,62.7
04000591,LAW-05,99.4
04001241,SOC-04,79.4
04000430,PHYS-05,85.6
04007141,CHEM-03,89.6
04000391,BIO-03,94.1
04004460,HIST-01,94.1
04000781,PHIL-04,67.5
04007491,ENV-03,88.7
04009711,HIST-01,56.2
04001320,BIO-01,65.1
04004951,ECON-05,78.3
04009590,PHIL-03,84.4
04002050,BME-03,64.7
04004280,EE-02,72.6
04006030,CE-04,78.2
04008280,PSY-02,92.7
04006310,EE-01,54.7
04004601,ME-01,71.8
04004091,EE-01,75.0
04001341,BME-03,81.2
04001590,SOC-02,84.4
04005890,CE-02,70.2
04003911,LAW-03,43.6
04007280,PHYS-04,77.2
04006730,ENV-02,76.7
04005171,LAW-01,96.9
04000130,SE-01,62.5
04001200,MUS-05,61.5
04000201,ECON-02,58.2
04006910,LAW-05,74.9
04009310,PHYS-02,80.4
04005020,HIST-02,91.8
04003790,ENV-02,53.9
04005310,PSY-05,80.4
04004991,CHEM-01,55.7
04004850,SOC-03,86.6
04007130,HIST-04,31.8
04008160,EE-03,85.8
04001360,ENV-02,95.8
04008631,HIST-01,91.4
04002930,LAW-04,70.0
04002791,MUS-01,30.0
04005501,PHIL-05,62.7
04007130,ENV-05,50.2
04000321,LAW-04,63.7
04001261,CS-04,88.0
04009350,CS-04,83.2
04002600,BME-05,69.1
04002431,ME-02,76.3
04009681,CS-03,80.3
04003171,PSY-03,39.5
04005551,MUS-02,82.1
04000680,PSY-04,94.9
04000831,MUS-04,77.4
04000221,MATH-04,62.9
04000990,PHYS-02,75.7
04005951,BIO-02,63.3
04009630,LAW-03,81.5
04004691,BME-01,64.7
04001471,HIST-05,65.2
04002850,STAT-01,30.0
04000921,HIST-01,53.8
04002481,MUS-01,83.9
04007661,LAW-05,66.9
04000810,PSY-03,46.3
04008641,ART-03,53.5
04005280,BIO-03,42.1
04000051,CS-04,50.4
04001590,LAW-01,71.6
04009411,ECON-04,69.1
04000840,PHYS-03,90.5
04002031,BME-02,74.1
04005410,BIO-05,85.9
04008311,PHYS-01,93.0
04008221,SOC-02,91.3
04008340,ME-02,68.0
04002930,PSY-03,88.3
04008820,MUS-02,64.0
04003181,MUS-05,70.2
04009030,BME-03,67.5
04001921,CS-02,80.8
04006201,HIST-02,83.7
04001721,ART-03,91.3
04003401,BME-05,63.7
04009750,HIST-04,53.5
04004741,PHIL-04,67.0
04005270,ME-04,93.1
04008001,LAW-05,47.5
04000140,PHYS-04,78.1
04007901,SOC-02,50.6
04008390,ART-04,59.2
04007021,EE-01,84.8
04003331,ART-01,65.2
04003601,LAW-01,63.8
04009470,PSY-03,52.5
04002970,PSY-05,88.1
04007561,MATH-02,67.0
04000020,ENV-05,39.8
04009761,CHEM-03,53.7
04005650,STAT-03,48.1
04007491,CS-02,68.0
04003141,BME-04,91.9
04008561,MUS-02,73.4
04003660,STAT-02,92.7
04006870,STAT-03,92.2
04007011,ME-05,83.6
04005890,CHEM-05,78.1
04003460,SE-02,80.3
04006450,ENV-04,67.3
04002120,BIO-03,79.1
04008210,CHEM-01,68.5
04005171,BME-01,74.0
04007491,CHEM-01,65.9
04009661,BIO-02,70.3
04006240,PHIL-05,57.7
